"Date","Flow.Type","Group","PAF","Sampling.Year","Site.Code","Site.Name","Source","Value"
2022-01-14,"Discharge_cumecs","Total.PRM",3.75787232933333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",20.992
2022-01-15,"Discharge_cumecs","Total.PRM",3.74023300495833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",17.945
2022-01-16,"Discharge_cumecs","Total.PRM",3.63805550904167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",16.192
2022-01-17,"Discharge_cumecs","Total.PRM",3.67834575820833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",14.708
2022-01-18,"Discharge_cumecs","Total.PRM",3.95084922433333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",13.526
2022-01-19,"Discharge_cumecs","Total.PRM",3.62989704795833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",12.503
2022-01-20,"Discharge_cumecs","Total.PRM",3.92796636141667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",11.736
2022-01-21,"Discharge_cumecs","Total.PRM",3.72764895133333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",12.062
2022-01-22,"Discharge_cumecs","Total.PRM",3.63696908804167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",11.844
2022-01-23,"Discharge_cumecs","Total.PRM",3.86879574145833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",11.255
2022-01-24,"Discharge_cumecs","Total.PRM",3.54706639491667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",10.323
2022-01-25,"Discharge_cumecs","Total.PRM",3.67041923525,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",9.334
2022-01-26,"Discharge_cumecs","Total.PRM",3.80833925616667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",8.438
2022-01-27,"Discharge_cumecs","Total.PRM",3.0825392,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","Observed",7.585
2022-01-27,"Discharge_cumecs","Total.PRM",3.87715078852174,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",7.542
2022-01-28,"Discharge_cumecs","Total.PRM",3.584361813,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",6.861
2022-01-29,"Discharge_cumecs","Total.PRM",3.78258369379167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",6.211
2022-01-30,"Discharge_cumecs","Total.PRM",3.583275392,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",5.595
2022-01-31,"Discharge_cumecs","Total.PRM",3.861101156625,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",5.009
2022-02-01,"Discharge_cumecs","Total.PRM",3.72780357675,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.456
2022-02-02,"Discharge_cumecs","Total.PRM",3.80476025416667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",3.936
2022-02-03,"Discharge_cumecs","Total.PRM",4.05256024816667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.695
2022-02-04,"Discharge_cumecs","Total.PRM",3.727571638625,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.869
2022-02-05,"Discharge_cumecs","Total.PRM",3.91544213470833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.193
2022-02-06,"Discharge_cumecs","Total.PRM",3.870434646,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",3.448
2022-02-07,"Discharge_cumecs","Total.PRM",3.40080208,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","Observed",2.936
2022-02-07,"Discharge_cumecs","Total.PRM",3.95337608,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",2.909
2022-02-08,"Discharge_cumecs","Total.PRM",3.925842362375,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",2.491
2022-02-09,"Discharge_cumecs","Total.PRM",3.495227786,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",95.956
2022-02-10,"Discharge_cumecs","Total.PRM",3.61495188666667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",95.356
2022-02-11,"Discharge_cumecs","Total.PRM",3.49777368520833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",62.117
2022-02-12,"Discharge_cumecs","Total.PRM",3.92817962270833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",39
2022-02-13,"Discharge_cumecs","Total.PRM",3.56083206220833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",27.22
2022-02-14,"Discharge_cumecs","Total.PRM",3.92378911979167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",20.634
2022-02-15,"Discharge_cumecs","Total.PRM",4.02645757120833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",15.752
2022-02-16,"Discharge_cumecs","Total.PRM",3.654213145375,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",16.446
2022-02-17,"Discharge_cumecs","Total.PRM",3.66079706770833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",17.22
2022-02-18,"Discharge_cumecs","Total.PRM",4.01864269170833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",17.09
2022-02-19,"Discharge_cumecs","Total.PRM",3.71066063670833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",15.379
2022-02-20,"Discharge_cumecs","Total.PRM",3.52596130641667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",13.238
2022-02-21,"Discharge_cumecs","Total.PRM",3.3040518175,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",11.149
2022-02-22,"Discharge_cumecs","Total.PRM",3.66285990375,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",9.334
2022-02-23,"Discharge_cumecs","Total.PRM",3.97268656245833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",7.894
2022-02-24,"Discharge_cumecs","Total.PRM",3.927082913,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",6.819
2022-02-25,"Discharge_cumecs","Total.PRM",3.966934519,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",5.977
2022-02-26,"Discharge_cumecs","Total.PRM",3.91292197866667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",5.261
2022-02-27,"Discharge_cumecs","Total.PRM",3.776637027875,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.729
2022-02-28,"Discharge_cumecs","Total.PRM",3.662028024875,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.258
2022-03-01,"Discharge_cumecs","Total.PRM",3.66690159095833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.799
2022-03-02,"Discharge_cumecs","Total.PRM",3.72308425145833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",8.438
2022-03-03,"Discharge_cumecs","Total.PRM",3.93158070004167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",9.972
2022-03-04,"Discharge_cumecs","Total.PRM",3.77321265129167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",9.972
2022-03-05,"Discharge_cumecs","Total.PRM",3.82344833525,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",9.048
2022-03-06,"Discharge_cumecs","Total.PRM",3.71480960804167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",7.939
2022-03-07,"Discharge_cumecs","Total.PRM",5.698703108,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","Observed",6.819
2022-03-07,"Discharge_cumecs","Total.PRM",3.76925343156522,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",6.778
2022-03-08,"Discharge_cumecs","Total.PRM",3.9747493985,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",5.632
2022-03-09,"Discharge_cumecs","Total.PRM",3.55106163079167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.524
2022-03-10,"Discharge_cumecs","Total.PRM",3.98650763920833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",38.163
2022-03-11,"Discharge_cumecs","Total.PRM",3.94345014325,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",104.501
2022-03-12,"Discharge_cumecs","Total.PRM",4.944708900125,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",132.998
2022-03-13,"Discharge_cumecs","Total.PRM",4.31965934283333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",76.955
2022-03-14,"Discharge_cumecs","Total.PRM",4.02288138104167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",60.505
2022-03-15,"Discharge_cumecs","Total.PRM",3.359971495125,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",59.974
2022-03-16,"Discharge_cumecs","Total.PRM",3.92750869504167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",65.599
2022-03-17,"Discharge_cumecs","Total.PRM",2.991658405625,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",65.413
2022-03-18,"Discharge_cumecs","Total.PRM",3.32563380466667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",54.825
2022-03-19,"Discharge_cumecs","Total.PRM",4.22319537741667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",42.324
2022-03-20,"Discharge_cumecs","Total.PRM",4.85586326795833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",32.486
2022-03-21,"Discharge_cumecs","Total.PRM",4.745762307,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",25.847
2022-03-22,"Discharge_cumecs","Total.PRM",3.74395271158333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",20.921
2022-03-23,"Discharge_cumecs","Total.PRM",4.14797213229167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",16.574
2022-03-24,"Discharge_cumecs","Total.PRM",3.902430072625,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",13.009
2022-03-25,"Discharge_cumecs","Total.PRM",4.04646725470833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",10.424
2022-03-26,"Discharge_cumecs","Total.PRM",4.28492043229167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",8.577
2022-03-27,"Discharge_cumecs","Total.PRM",4.21173393291667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",7.325
2022-03-28,"Discharge_cumecs","Total.PRM",2.91246193070833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",6.251
2022-03-29,"Discharge_cumecs","Total.PRM",3.77053341495833,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",5.298
2022-03-30,"Discharge_cumecs","Total.PRM",3.92844879629167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",4.423
2022-03-31,"Discharge_cumecs","Total.PRM",3.91645780733333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",3.749
2022-04-01,"Discharge_cumecs","Total.PRM",2.96234553208333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",3.159
2022-04-02,"Discharge_cumecs","Total.PRM",4.01253103358333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",2.722
2022-04-03,"Discharge_cumecs","Total.PRM",4.36900266958333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",2.367
2022-04-04,"Discharge_cumecs","Total.PRM",4.70598248429167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",2.082
2022-04-05,"Discharge_cumecs","Total.PRM",3.90514589829167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.859
2022-04-06,"Discharge_cumecs","Total.PRM",4.55553550004167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.647
2022-04-07,"Discharge_cumecs","Total.PRM",5.826562043,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","Observed",1.411
2022-04-07,"Discharge_cumecs","Total.PRM",4.62811761417391,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.449
2022-04-08,"Discharge_cumecs","Total.PRM",3.19793334854167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.282
2022-04-09,"Discharge_cumecs","Total.PRM",4.77717420104167,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.141
2022-04-10,"Discharge_cumecs","Total.PRM",5.10874134866667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.025
2022-04-11,"Discharge_cumecs","Total.PRM",5.29406134566667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.93
2022-04-12,"Discharge_cumecs","Total.PRM",5.39811501075,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.722
2022-04-13,"Discharge_cumecs","Total.PRM",4.89572318375,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.606
2022-04-14,"Discharge_cumecs","Total.PRM",4.88251414141667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.482
2022-04-15,"Discharge_cumecs","Total.PRM",4.9797120735,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.379
2022-04-16,"Discharge_cumecs","Total.PRM",5.35354943366667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.309
2022-04-17,"Discharge_cumecs","Total.PRM",4.64261689116667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.225
2022-04-18,"Discharge_cumecs","Total.PRM",5.10555779016667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.18
2022-04-19,"Discharge_cumecs","Total.PRM",4.94329612033333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.143
2022-04-20,"Discharge_cumecs","Total.PRM",5.4424767735,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.098
2022-04-21,"Discharge_cumecs","Total.PRM",4.41957324241667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.143
2022-04-22,"Discharge_cumecs","Total.PRM",5.27417276933333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.202
2022-04-23,"Discharge_cumecs","Total.PRM",4.79486688483333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.202
2022-04-24,"Discharge_cumecs","Total.PRM",4.559894277,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.111
2022-04-25,"Discharge_cumecs","Total.PRM",5.13387935008333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.075
2022-04-26,"Discharge_cumecs","Total.PRM",5.43246509733333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.143
2022-04-27,"Discharge_cumecs","Total.PRM",4.699083812,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.18
2022-04-28,"Discharge_cumecs","Total.PRM",5.4294301225,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.16
2022-04-29,"Discharge_cumecs","Total.PRM",4.96331947266667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.126
2022-04-30,"Discharge_cumecs","Total.PRM",5.26908573558333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.086
2022-05-01,"Discharge_cumecs","Total.PRM",4.94838315408333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.065
2022-05-02,"Discharge_cumecs","Total.PRM",5.13005859191667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.049
2022-05-03,"Discharge_cumecs","Total.PRM",5.33177118975,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.036
2022-05-04,"Discharge_cumecs","Total.PRM",5.08233707166667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.031
2022-05-05,"Discharge_cumecs","Total.PRM",4.93898106225,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.031
2022-05-06,"Discharge_cumecs","Total.PRM",4.86438045666667,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",0.036
2022-05-07,"Discharge_cumecs","Total.PRM",5.1982920805,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",1.453
2022-05-08,"Discharge_cumecs","Total.PRM",5.70200234058333,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",12.615
2022-05-09,"Discharge_cumecs","Total.PRM",5.31263041875,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",14.648
2022-05-10,"Discharge_cumecs","Total.PRM",3.8717448112,"2021-2022","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",14.467
2022-10-21,"Discharge_cumecs","Total.PRM",5.638794877,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",11.097
2022-10-22,"Discharge_cumecs","Total.PRM",5.87878164125,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",13.187
2022-10-23,"Discharge_cumecs","Total.PRM",5.80255391083333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",92.667
2022-10-24,"Discharge_cumecs","Total.PRM",5.04461647454167,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",653.881
2022-10-25,"Discharge_cumecs","Total.PRM",0.058921948,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",747.424
2022-10-25,"Discharge_cumecs","Total.PRM",7.58280011486957,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",816.051
2022-10-26,"Discharge_cumecs","Total.PRM",2.489047251,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",810.535
2022-10-26,"Discharge_cumecs","Total.PRM",7.67830470721739,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",835.576
2022-10-27,"Discharge_cumecs","Total.PRM",7.584007943375,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",804.599
2022-10-28,"Discharge_cumecs","Total.PRM",10.24518131,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",656.318
2022-10-28,"Discharge_cumecs","Total.PRM",7.36893543991304,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",762.426
2022-10-29,"Discharge_cumecs","Total.PRM",5.302145159875,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",639.724
2022-10-30,"Discharge_cumecs","Total.PRM",8.403156321,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",451.778
2022-10-30,"Discharge_cumecs","Total.PRM",6.24366339,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",475.011
2022-10-31,"Discharge_cumecs","Total.PRM",6.136113883,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",352.488
2022-10-31,"Discharge_cumecs","Total.PRM",4.9854437823913,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",361.693
2022-11-01,"Discharge_cumecs","Total.PRM",4.57167265,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",272.856
2022-11-01,"Discharge_cumecs","Total.PRM",4.05863679956522,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",297.38
2022-11-02,"Discharge_cumecs","Total.PRM",5.94513330833333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",228.135
2022-11-03,"Discharge_cumecs","Total.PRM",5.24277907591667,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",159.5
2022-11-04,"Discharge_cumecs","Total.PRM",4.45025055758333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",120.128
2022-11-05,"Discharge_cumecs","Total.PRM",5.373647953,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",183.918
2022-11-06,"Discharge_cumecs","Total.PRM",7.58061969095833,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",187.253
2022-11-07,"Discharge_cumecs","Total.PRM",5.78392167983333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",189.745
2022-11-08,"Discharge_cumecs","Total.PRM",5.71720970058333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",234.033
2022-11-09,"Discharge_cumecs","Total.PRM",4.39875644133333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",244.06
2022-11-10,"Discharge_cumecs","Total.PRM",5.72267777808333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",268.374
2022-11-11,"Discharge_cumecs","Total.PRM",3.326233298,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",240.861
2022-11-11,"Discharge_cumecs","Total.PRM",5.00454053213043,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",268.552
2022-11-12,"Discharge_cumecs","Total.PRM",6.04745675091667,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",234.2
2022-11-13,"Discharge_cumecs","Total.PRM",4.95036213108333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",170.36
2022-11-14,"Discharge_cumecs","Total.PRM",3.1000862,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",110.79
2022-11-14,"Discharge_cumecs","Total.PRM",3.93413494443478,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",124.376
2022-11-15,"Discharge_cumecs","Total.PRM",3.269118161,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",93.37
2022-11-15,"Discharge_cumecs","Total.PRM",5.04840699521739,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",94.262
2022-11-16,"Discharge_cumecs","Total.PRM",5.81170267116667,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",73.929
2022-11-17,"Discharge_cumecs","Total.PRM",4.33258564608333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",55.748
2022-11-18,"Discharge_cumecs","Total.PRM",2.917423139,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","Observed",43.11
2022-11-18,"Discharge_cumecs","Total.PRM",5.17674311917391,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",43.543
2022-11-19,"Discharge_cumecs","Total.PRM",5.40820145533333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",35.714
2022-11-20,"Discharge_cumecs","Total.PRM",4.184697690625,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",29.729
2022-11-21,"Discharge_cumecs","Total.PRM",5.01628510720833,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",25.927
2022-11-22,"Discharge_cumecs","Total.PRM",4.593278071,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",22.382
2022-11-23,"Discharge_cumecs","Total.PRM",4.71462752820833,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",19.232
2022-11-24,"Discharge_cumecs","Total.PRM",4.61949520470833,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",16.35
2022-11-25,"Discharge_cumecs","Total.PRM",5.20865783808333,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",14.022
2022-11-26,"Discharge_cumecs","Total.PRM",6.34320887225,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",12.089
2022-11-27,"Discharge_cumecs","Total.PRM",4.234568557125,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",10.45
2022-11-28,"Discharge_cumecs","Total.PRM",6.33243290904167,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",9.119
2022-11-29,"Discharge_cumecs","Total.PRM",4.78966561545833,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",16.201
2022-11-30,"Discharge_cumecs","Total.PRM",5.60036889204167,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",23.763
2022-12-01,"Discharge_cumecs","Total.PRM",6.07559107125,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",84.16
2022-12-02,"Discharge_cumecs","Total.PRM",5.397858450125,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",51.476
2022-12-03,"Discharge_cumecs","Total.PRM",4.65249674479167,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",34.953
2022-12-04,"Discharge_cumecs","Total.PRM",5.969699717625,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",438.14
2022-12-05,"Discharge_cumecs","Total.PRM",14.4711533765,"2022-2023","1300040","Fitzroy River at Fitzroy River Water","PMM Imputations (Discharge)",897.919
